Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dirt
appliedenergistics2:facade:0, Cable Facade - Moon Rock
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_1.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_2.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.asteroids_slab.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Wire
appliedenergistics2:facade:0, Cable Facade - tile.concealed_repeater_pow.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Repeater
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Desh Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mars Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Block of Desh
appliedenergistics2:facade:0, Cable Facade - Mars Stone
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dark Decoration Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Venus Soft Rock
appliedenergistics2:facade:0, Cable Facade - Venus Hard Rock
appliedenergistics2:facade:0, Cable Facade - Venus Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Pumice
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick I
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick II
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Solar Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Venus Rock
appliedenergistics2:facade:0, Cable Facade - Dyeable Clean
appliedenergistics2:facade:0, Cable Facade - Dyeable Floor
appliedenergistics2:facade:0, Cable Facade - Dyeable Grainy Big
appliedenergistics2:facade:0, Cable Facade - Dyeable Grainy
appliedenergistics2:facade:0, Cable Facade - Dyeable Grainy Low
appliedenergistics2:facade:0, Cable Facade - Dyeable Brick
appliedenergistics2:facade:0, Cable Facade - Dyeable Bordered
appliedenergistics2:facade:0, Cable Facade - Dyeable Brick Big
appliedenergistics2:facade:0, Cable Facade - Dyeable Chiseled
appliedenergistics2:facade:0, Cable Facade - Dyeable Broken Brick Big
appliedenergistics2:facade:0, Cable Facade - Dyeable Clay
appliedenergistics2:facade:0, Cable Facade - Lava Block
appliedenergistics2:facade:0, Cable Facade - Dyeable Strips
appliedenergistics2:facade:0, Cable Facade - White Lava Block
appliedenergistics2:facade:0, Cable Facade - Dyeable Gravel
appliedenergistics2:facade:0, Cable Facade - Dyeable Sand
appliedenergistics2:facade:0, Cable Facade - Dyeable Stone
appliedenergistics2:facade:0, Cable Facade - Dyeable Cork
appliedenergistics2:facade:0, Cable Facade - White Opaque Water
appliedenergistics2:facade:0, Cable Facade - Water
appliedenergistics2:facade:0, Cable Facade - White Water
appliedenergistics2:facade:0, Cable Facade - Little Storage Block
appliedenergistics2:facade:0, Cable Facade - Creative Tab Block
appliedenergistics2:facade:0, Cable Facade - End Stone Endermite Monster Egg
appliedenergistics2:facade:0, Cable Facade - Netherrack Netherfish Monster Egg
appliedenergistics2:facade:0, Cable Facade - End Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Iridium Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Mithril Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Osmium Ore
appliedenergistics2:facade:0, Cable Facade - End Uranium Ore
appliedenergistics2:facade:0, Cable Facade - End Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - End Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - End Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - End Zinc Ore
appliedenergistics2:facade:0, Cable Facade - End Ruby Ore
appliedenergistics2:facade:0, Cable Facade - End Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - End Peridot Ore
appliedenergistics2:facade:0, Cable Facade - End Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - End Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - End Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - End Zanite Ore
appliedenergistics2:facade:0, Cable Facade - End Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - End Icestone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mithril Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Nether Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Nether Peridot Ore
appliedenergistics2:facade:0, Cable Facade - Nether Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Icestone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Ardite Ore
appliedenergistics2:facade:0, Cable Facade - End Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - End Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Icestone Ore
appliedenergistics2:facade:0, Cable Facade - tile.ForceField.name
appliedenergistics2:facade:0, Cable Facade - tile.ForceFieldSolid.name
appliedenergistics2:facade:0, Cable Facade - Redwood Log
appliedenergistics2:facade:0, Cable Facade - Fir Log
appliedenergistics2:facade:0, Cable Facade - Redwood Log
appliedenergistics2:facade:0, Cable Facade - Fir Log
appliedenergistics2:facade:0, Cable Facade - Redwood Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Leaves
appliedenergistics2:facade:0, Cable Facade - Redwood Planks
appliedenergistics2:facade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:facade:0, Cable Facade - Red Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Brown Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Wood
appliedenergistics2:facade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:facade:0, Cable Facade - Red Rock
appliedenergistics2:facade:0, Cable Facade - Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Red Rock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Crag Rock
appliedenergistics2:facade:0, Cable Facade - Crag Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Crag Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Crag Rock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Aether Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Aether Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Holystone Brick
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Golden Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Skyroot Log
appliedenergistics2:facade:0, Cable Facade - Golden Oak Log
appliedenergistics2:facade:0, Cable Facade - Skyroot Plank
appliedenergistics2:facade:0, Cable Facade - Aerogel
appliedenergistics2:facade:0, Cable Facade - Enchanted Gravitite
appliedenergistics2:facade:0, Cable Facade - Zanite Block
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Fruit Leaves
appliedenergistics2:facade:0, Cable Facade - Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Present
appliedenergistics2:facade:0, Cable Facade - Pillar
appliedenergistics2:facade:0, Cable Facade - Pillar Top
appliedenergistics2:facade:0, Cable Facade - Skyroot Double Slab
appliedenergistics2:facade:0, Cable Facade - Carved Double Slab
appliedenergistics2:facade:0, Cable Facade - Angelic Double Slab
appliedenergistics2:facade:0, Cable Facade - Hellfire Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Sun Altar
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:facade:0, Cable Facade - Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Yellow Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Lime Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Pink Altered Fabric
